11694,-1.43,0.10,-13.63,0.33,0.01,9.68,3253.35,1.10,192,59,-24,-6,748,6637.13,-106.51,4508.78
11865,-1.43,0.10,-13.63,0.33,0.01,9.68,3262.81,1.10,192,59,-24,-6,748,6092.98,964.46,7466.18
12078,-2.01,-1.31,-23.55,0.78,-0.14,9.33,3259.30,1.10,192,58,-27,-102,104,5974.81,393.60,7747.40
12249,-2.01,-1.31,-23.55,0.78,-0.14,9.33,3258.76,1.09,192,59,-27,-102,104,5996.62,557.02,7664.11
12466,-1.80,-0.67,-22.25,-0.14,0.05,9.90,3258.49,1.10,192,58,-13,-38,8,5921.58,817.48,7676.54
12637,-1.80,-0.67,-22.25,-0.14,0.05,9.90,3258.49,1.10,192,59,-13,-38,8,5939.54,663.75,7675.17
12854,-1.62,-0.17,-21.69,0.23,0.04,9.84,3258.49,1.09,192,59,-13,-29,18,5971.73,604.34,7680.88
13023,-1.62,-0.17,-21.69,0.23,0.04,9.84,3258.49,1.09,192,59,-13,-29,18,5957.37,622.37,7657.70
13240,-1.47,0.18,-21.00,0.14,0.01,9.88,3258.49,1.09,192,59,-13,-37,19,5945.65,665.44,7673.99
13408,-1.47,0.18,-21.00,0.14,0.01,9.88,3258.49,1.09,192,59,-13,-37,19,5948.54,647.28,7683.85
13625,-1.36,0.49,-20.15,0.20,0.01,9.85,3258.49,1.09,192,59,-15,-29,18,5954.88,625.88,7677.56
13794,-1.36,0.49,-20.15,0.20,0.01,9.85,3258.49,1.07,192,61,-15,-29,18,5950.05,630.59,7681.01
14007,-1.27,0.70,-19.42,0.13,0.00,9.86,3258.49,1.09,192,59,-15,-34,19,5951.99,640.7
