3445,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,128,56,0,0,0,6773.36,1115.56,7569.30
3654,-0.69,1.08,-15.83,0.15,-0.01,9.86,-51.67,0.05,128,59,-15,-33,18,6629.28,2177.53,2567.05
3825,-0.69,1.08,-15.83,0.15,-0.01,9.86,-170.43,0.01,128,62,-15,-33,18,6609.81,1350.46,5611.69
4042,-1.81,0.87,-28.74,0.74,-1.71,9.81,-302.72,0.01,128,62,-6,-36,-13,6643.83,867.15,6513.65
4215,-179.10,-2.48,140.21,-9.99,-14.54,-0.21,-459.08,0.02,128,61,-29507,-121,-13879,6649.68,555.49,6952.78
4396,-179.10,-2.48,140.21,-9.99,-14.54,-0.21,-684.43,-0.00,128,64,-29507,-121,-13879,6610.17,733.91,7382.15
4621,-2.95,0.67,-37.63,0.55,-0.08,9.31,-883.81,-0.01,128,65,1,-69,-63,6629.51,584.95,7563.91
4794,-2.95,0.67,-37.63,0.55,-0.08,9.31,-1129.72,-0.02,192,65,1,-69,-63,6508.85,1129.14,7655.53
5013,-2.86,0.91,-45.04,-0.36,-1.01,9.97,-1337.75,-0.01,192,65,-23,-24,-65,6677.99,121.06,7818.54
5190,-2.86,0.91,-45.04,-0.36,-1.01,9.97,-1526.04,0.05,192,58,-23,-24,-65,4903.61,-64.70,5747.63
5411,-2.52,0.81,-51.23,0.33,1.51,10.67,-1560.94,0.04,192,60,6,-59,-75,5731.95,-238.87,5813.99
5579,-2.52,0.81,-51.23,0.33,1.51,10.67,-1562.02,0.06,192,57,6,-59,-75,6490.76,-195.28,7574.53
5792,3.42,-0.73,-56.65,0.34,0.96,9.91,-1559.04,0.04,192,60,132,310,20,6297.94,-120.28,1391.44
5961,3.42,-0.73,-56.65,0.34,0.96,9.91,-1562.29,0.04,192,60,132,310,20,6514.47,-241.63,8041.66
6174,4.93,-5.77,-61.76,-0.18,1.04,8.71,-1561.75,0.04,192,60,-39,-44,170,6404.98,-199.76,7951.23
6344,4.93,-5.77,-61.76,-0.18,1.04,8.71,-1562.29,0.04,192,60,-39,-44,170,6097.58,-202.71,7537.61
6557,4.72,-5.63,-67.25,2.16,0.45,9.15,-1562.02,0.04,192,60,-33,-104,3,6468.98,-175.11,6340.72
6725,4.72,-5.63,-67.25,2.16,0.45,9.15,-1562.02,0.02,192,61,-33,-104,3,6366.85,-184.65,6339.03
6938,4.17,-5.53,-72.41,1.30,0.80,9.72,-1562.02,0.04,192,60,-6,-22,-4,6379.95,-158.08,6265.05
7107,4.17,-5.53,-72.41,1.30,0.80,9.72,-1562.02,0.04,192,60,-6,-22,-4,6379.59,-184.82,6393.08
7320,3.89,-5.70,-76.42,1.30,0.81,9.75,-1562.02,0.05,192,59,-16,-32,24,6325.89,-151.59,6548.47
