[9596][o:-179.18,7.98,165.75][a:-0.93,-0.08,-9.70][e:0.00,-1.19][c:0,0][w:-15,-39,20][m:842.62,2389.04,10566.43]
[9797][o:-179.21,7.85,165.68][a:-0.95,-0.11,-9.73][e:0.00,-1.20][c:0,0][w:-14,-40,19][m:840.32,2390.54,10568.57]
[9999][o:-179.23,7.74,165.72][a:-0.93,-0.09,-9.75][e:0.00,-1.17][c:0,0][w:-15,-40,20][m:843.05,2388.17,10564.01]
[10204][o:-179.25,7.62,165.71][a:-0.93,-0.12,-9.71][e:0.00,-1.19][c:0,0][w:-15,-40,20][m:841.87,2391.28,10569.81]
[10411][o:-179.28,7.50,165.74][a:-0.96,-0.10,-9.70][e:0.00,-1.18][c:0,0][w:-15,-39,20][m:848.70,2388.49,10571.98]
[10615][o:179.75,-0.43,138.77][a:-0.60,1.43,-1.44][e:0.00,-1.19][c:0,0][w:30589,-16186,-6763][m:845.25,2387.48,10569.24]
[10828][o:179.75,-0.43,138.77][a:-0.60,1.43,-1.44][e:0.00,-1.19][c:0,0][w:30589,-16186,-6763][m:849.42,2389.92,10571.25]
[11085][o:180.00,4.14,168.18][a:-0.94,-0.09,-9.73][e:0.00,-1.19][c:189,69][w:-15,-40,22][m:850.57,2413.66,10554.19]
[11234][o:179.99,4.10,168.02][a:-0.94,-0.10,-9.75][e:0.00,-1.19][c:189,69][w:-15,-40,19][m:849.03,2429.16,10551.44]
[11382][o:179.98,4.07,167.95][a:-0.96,-0.11,-9.75][e:0.00,-1.18][c:189,69][w:-14,-39,22][m:855.89,2428.70,10525.74]
[11532][o:179.97,4.03,167.98][a:-0.94,-0.09,-9.73][e:0.00,-1.18][c:189,69][w:-14,-39,20][m:856.22,2430.33,10521.50]
[11680][o:179.96,4.00,168.08][a:-0.95,-0.11,-9.74][e:0.00,-1.17][c:189,69][w:-14,-40,20][m:855.37,2428.60,10524.34]
[11830][o:179.96,3.96,167.96][a:-0.94,-0.09,-9.74][e:0.00,-1.20][c:189,69][w:-14,-40,20][m:854.81,2430.55,10525.07]
[11978][o:179.95,3.93,167.83][a:-0.93,-0.10,-9.74][e:0.00,-1.17][c:189,69][w:-15,-40,22][m:855.92,2426.56,10515.79]
[12127][o:179.94,3.90,167.83][a:-0.94,-0.09,-9.71][e:0.00,-1.18][c:189,69][w:-15,-39,19][m:856.48,2432.53,10514.84]
[12272][o:179.79,-0.74,138.64][a:-0.32,-17.84,-1.63][e:0.00,-1.18][c:193,69][w:5524,-16159,-29184][m:855.96,2426.07,10527.11]
[12432][o:179.79,-0.76,139.09][a:-0.31,-9.93,-1.65][e:0.00,-1.19][c:194,69][w:3459,-16155,-30693][m:856.05,2428.64,10537.25]
[12579][o:179.79,-0.78,139.67][a:-0.30,-3.54,-1.67][e:0.00,-1.17][c:197,69][w:-56,-16151,-23029][m:851.69,2431.27,10531.90]
[12727][o:179.79,-0.79,140.11][a:-0.29,1.35,-1.69][e:0.00,-1.17][c:197,69][w:-14983,-16147,-5197][m:858.81,2434.71,10529.66]
[12877][o:179.79,-0.81,140.61][a:-0.28,0.36,-1.70][e:0.00,-1.17][c:198,69][w:25558,-16142,22491][m:854.81,2429.29,10567.42]
[13025][o:179.79,-0.83,141.03][a:-0.27,-2.63,-1.72][e:0.00,-1.18][c:202,69][w:6969,-16138,-10391][m:856.78,2425.00,10571.60]
[13175][o:179.79,-0.83,141.03][a:-0.27,-2.63,-1.72][e:0.00,-1.18][c:204,71][w:6969,-16138,-10391][m:854.77,2404.31,10582.53]
[13380][o:179.64,2.73,173.16][a:-0.97,-0.05,-9.71][e:0.00,-1.18][c:205,70][w:-14,-41,22][m:856.02,2430.88,10554.03]
[13515][o:179.64,2.73,172.98][a:-0.98,-0.12,-9.71][e:0.00,-1.19][c:204,71][w:-15,-40,19][m:855.66,2431.72,10550.14]
[13665][o:179.64,2.73,172.81][a:-0.92,-0.11,-9.74][e:0.00,-1.17][c:197,70][w:-14,-40,20][m:864.13,2429.06,10543.25]
[13813][o:179.64,2.71,172.55][a:-0.90,-0.09,-9.74][e:0.00,-1.19][c:189,70][w:-15,-42,22][m:862.56,2425.06,10561.81]
[13963][o:179.63,2.70,172.41][a:-0.89,-0.08,-9.72][e:0.00,-1.17][c:182,70][w:-15,-39,20][m:856.19,2424.87,10563.27]
[14111][o:179.63,2.70,172.36][a:-0.93,-0.08,-9.76][e:-0.27,-1.18][c:179,71][w:-14,-38,22][m:846.99,2440.85,10538.43]
[14262][o:179.62,2.69,172.29][a:-0.98,-0.11,-9.70][e:-0.27,-1.18][c:174,69][w:-14,-39,22][m:837.01,2440.78,10538.82]
[14410][o:179.62,2.70,172.20][a:-0.98,-0.12,-9.69][e:-0.27,-1.18][c:171,69][w:-15,-39,20][m:868.07,2429.38,10556.10]
[14560][o:179.79,-0.93,140.11][a:-0.22,4.37,-1.89][e:-0.27,-1.19][c:167,69][w:-22453,-16088,29024][m:852.15,2436.66,10555.56]
[14717][o:179.79,-0.93,140.11][a:-0.22,4.37,-1.89][e:-0.27,-1.18][c:169,69][w:-22453,-16088,29024][m:860.03,2411.03,10568.44]
[14919][o:179.57,2.53,174.20][a:-0.97,-0.10,-9.71][e:-0.81,-1.19][c:170,69][w:-15,-40,20][m:922.43,2422.85,10575.07]
[15058][o:179.57,2.53,173.88][a:-0.93,-0.10,-9.72][e:-1.62,-1.18][c:168,69][w:-14,-41,20][m:898.39,2434.84,10531.07]
[15207][o:179.57,2.53,173.73][a:-0.90,-0.09,-9.73][e:-12.17,-1.19][c:169,69][w:-15,-41,19][m:-144.64,2632.23,10001.63]
[15358][o:179.57,2.52,173.61][a:-0.94,-0.08,-9.68][e:-37.33,-1.18][c:169,67][w:-15,-38,18][m:710.60,2572.07,10291.01]
[15506][o:179.56,2.53,173.38][a:-0.92,0.05,-9.71][e:-71.69,-1.19][c:178,67][w:-15,-37,15][m:576.11,2567.56,10449.08]
[15654][o:179.54,2.53,173.15][a:-0.93,0.18,-9.57][e:-109.02,-1.18][c:186,65][w:-12,-45,20][m:595.95,2556.06,10575.23]
[15804][o:179.52,2.51,172.57][a:-0.86,-0.18,-9.92][e:-144.19,-1.17][c:192,66][w:-13,-43,25][m:588.66,2521.76,10588.34]
[15954][o:179.55,2.51,172.04][a:-0.88,-0.38,-9.69][e:-174.22,-1.17][c:196,68][w:-15,-31,16][m:550.26,2546.74,10673.73]
[16099][o:179.58,2.53,171.40][a:-1.03,-0.26,-9.70][e:-199.92,-1.16][c:199,68][w:-12,-29,3][m:496.77,2559.01,10647.97]
[16247][o:179.58,2.53,171.40][a:-1.03,-0.26,-9.70][e:-227.24,-1.16][c:201,68][w:-12,-29,3][m:506.98,2533.00,10658.33]
[16432][o:-179.88,2.54,155.24][a:-0.94,-0.17,-9.75][e:-245.91,-1.15][c:206,70][w:4,-41,-176][m:522.64,2546.09,10639.29]
[16583][o:-179.86,2.53,154.49][a:-0.91,-0.15,-9.71][e:-255.65,-1.16][c:210,70][w:3,-39,-171][m:698.02,2410.02,11019.75]
[16732][o:-179.85,2.53,153.71][a:-0.92,-0.16,-9.74][e:-249.15,-1.16][c:208,70][w:3,-39,-168][m:758.58,2370.27,10887.83]
[16881][o:-179.83,2.52,152.88][a:-0.93,-0.12,-9.72][e:-234.01,-1.17][c:208,68][w:3,-40,-166][m:952.94,2390.57,10801.25]
[17030][o:-179.83,2.52,152.21][a:-0.96,-0.10,-9.71][e:-215.07,-1.16][c:208,70][w:3,-39,-160][m:962.50,2385.53,10706.45]
[17178][o:-179.82,2.52,151.62][a:-0.91,-0.15,-9.68][e:-194.78,-1.17][c:208,68][w:2,-39,-153][m:1029.56,2380.92,10717.42]
[17329][o:-179.81,2.51,150.95][a:-0.91,-0.19,-9.74][e:-171.78,-1.15][c:205,68][w:1,-40,-148][m:819.73,2401.03,10681.48]
[17476][o:-179.79,2.50,150.49][a:-0.89,-0.22,-9.69][e:-146.08,-1.16][c:205,68][w:1,-41,-142][m:710.57,2407.85,10744.33]
[17626][o:-179.79,2.50,150.49][a:-0.89,-0.22,-9.69][e:-113.62,-1.17][c:203,29][w:1,-41,-142][m:690.33,2409.63,10693.35]
[17811][o:179.75,2.27,161.07][a:-1.01,-0.21,-9.73][e:-90.09,-1.32][c:202,55][w:-36,-41,260][m:702.65,2482.07,10748.29]
[17958][o:179.73,2.28,161.41][a:-0.98,-0.09,-9.76][e:-68.71,-1.38][c:203,65][w:-36,-34,249][m:772.87,2474.30,10373.89]
[18107][o:179.70,2.30,161.78][a:-1.02,-0.03,-9.68][e:-50.86,-1.38][c:202,34][w:-36,-37,247][m:839.90,2462.90,10420.10]
[18252][o:179.66,2.32,162.15][a:-0.98,-0.07,-9.74][e:-35.71,-1.53][c:202,32][w:-37,-40,249][m:728.56,2490.32,10532.92]
[18401][o:179.63,2.33,162.50][a:-0.97,-0.08,-9.78][e:-22.72,4.41][c:202,95][w:-37,-32,244][m:754.74,2485.54,10420.35]
[18552][o:179.61,2.37,162.81][a:-0.98,-0.21,-9.59][e:-11.09,-1.57][c:200,122][w:-36,-31,238][m:833.30,2480.87,10402.40]
[18700][o:179.60,2.38,163.39][a:-1.07,-0.06,-9.75][e:-0.54,-1.18][c:200,122][w:-36,-42,236][m:752.96,2485.12,10594.81]
[18848][o:179.56,2.38,163.99][a:-0.90,0.06,-9.70][e:7.03,-0.74][c:202,70][w:-36,-45,238][m:756.97,2487.07,10531.23]
[18994][o:179.49,2.38,164.30][a:-0.95,0.35,-9.78][e:10.82,-0.67][c:204,24][w:-37,-40,236][m:713.19,2475.73,10532.50]
[19144][o:179.49,2.38,164.30][a:-0.95,0.35,-9.78][e:16.23,-0.97][c:203,20][w:-37,-40,236][m:711.65,2434.26,10721.12]
[19329][o:179.30,2.67,174.29][a:-1.05,-0.33,-9.55][e:23.54,-1.25][c:202,70][w:-19,-44,61][m:843.57,2452.96,10580.14]
[19478][o:179.33,2.67,174.31][a:-0.90,-0.24,-9.76][e:32.73,-1.27][c:203,122][w:-18,-41,51][m:839.47,2488.69,10467.16]
[19628][o:179.36,2.64,174.29][a:-0.87,-0.13,-9.71][e:41.66,-0.87][c:201,122][w:-18,-45,51][m:1015.37,2453.94,10470.13]
[19778][o:179.35,2.64,174.30][a:-0.85,-0.00,-9.59][e:47.88,-0.43][c:203,122][w:-19,-38,61][m:474.24,2524.00,10619.46]
[19922][o:179.34,2.62,174.31][a:-0.85,0.00,-9.78][e:52.21,0.03][c:203,100][w:-21,-41,69][m:708.53,2513.83,10530.94]
[20069][o:179.34,2.60,174.22][a:-0.88,-0.04,-9.76][e:55.73,0.27][c:202,72][w:-21,-43,77][m:737.30,2486.00,10625.46]
[20218][o:179.33,2.59,174.07][a:-0.87,-0.09,-9.59][e:58.70,0.31][c:202,93][w:-20,-36,86][m:681.50,2507.21,10558.81]
[20367][o:179.32,2.59,174.02][a:-0.91,-0.07,-9.69][e:61.95,0.44][c:202,68][w:-21,-36,88][m:644.39,2523.45,10663.12]
[20516][o:179.31,2.58,173.97][a:-0.96,0.13,-9.78][e:64.39,0.46][c:202,70][w:-24,-41,97][m:871.42,2476.42,10527.27]
[20664][o:179.96,-1.52,129.04][a:-0.20,-10.64,-2.83][e:66.55,0.47][c:198,70][w:-1177,-15721,-11006][m:706.26,2502.40,10607.66]
[20826][o:179.96,-1.52,129.04][a:-0.20,-10.64,-2.83][e:69.25,0.45][c:200,71][w:-1177,-15721,-11006][m:679.04,2476.58,10723.45]
[21026][o:179.41,2.58,178.20][a:-0.93,0.02,-9.73][e:70.34,0.46][c:198,71][w:-14,-39,6][m:771.16,2492.88,10589.96]
[21163][o:179.41,2.58,178.15][a:-1.05,-0.18,-9.71][e:70.34,0.46][c:194,71][w:-13,-40,11][m:708.96,2499.25,10620.48]
[21297][o:179.42,2.60,177.89][a:-0.97,-0.11,-9.70][e:70.34,0.45][c:194,71][w:-14,-39,15][m:748.86,2496.94,10617.23]
[21446][o:179.42,2.58,177.70][a:-0.91,-0.02,-9.73][e:70.34,0.46][c:190,71][w:-15,-46,18][m:742.09,2495.09,10628.58]
[21591][o:179.42,2.57,177.53][a:-0.82,-0.06,-9.75][e:70.34,0.46][c:189,71][w:-14,-38,14][m:743.21,2499.28,10636.87]
[21740][o:179.41,2.56,177.31][a:-0.89,0.01,-9.73][e:70.34,0.45][c:186,71][w:-13,-37,11][m:735.36,2504.87,10623.92]
[21888][o:179.40,2.56,177.18][a:-1.03,0.06,-9.70][e:70.34,0.45][c:182,71][w:-14,-42,18][m:742.95,2502.27,10646.98]
[22036][o:179.38,2.56,176.92][a:-0.91,-0.01,-9.72][e:70.34,0.43][c:180,71][w:-16,-38,24][m:740.65,2499.02,10615.00]
[22187][o:179.38,2.55,176.69][a:-0.84,-0.07,-9.75][e:70.34,0.46][c:179,71][w:-14,-40,18][m:754.11,2498.15,10625.11]
[22335][o:179.38,2.55,176.69][a:-0.84,-0.07,-9.75][e:70.34,0.45][c:173,71][w:-14,-40,18][m:744.85,2472.06,10637.29]
[22520][o:179.48,2.49,178.19][a:-0.93,-0.10,-9.74][e:69.53,0.46][c:167,71][w:-15,-40,22][m:755.33,2520.01,10620.13]
[22669][o:179.48,2.49,178.01][a:-0.91,-0.09,-9.74][e:68.17,0.44][c:165,71][w:-15,-39,20][m:740.45,2537.42,10618.73]
[22818][o:179.48,2.49,177.77][a:-0.94,-0.08,-9.72][e:64.11,0.45][c:164,69][w:-15,-39,20][m:1014.81,2504.35,10430.97]
[22968][o:179.48,2.49,177.51][a:-0.94,0.04,-9.70][e:46.53,0.43][c:163,69][w:-15,-40,23][m:1164.44,2520.78,9936.80]
[23115][o:179.46,2.49,177.26][a:-0.91,-0.01,-9.72][e:12.99,0.42][c:162,67][w:-16,-41,29][m:1044.76,2519.26,10061.26]
[23266][o:179.45,2.48,177.06][a:-0.86,-0.06,-9.72][e:-29.49,0.45][c:167,69][w:-15,-36,23][m:1146.21,2505.19,10262.44]
[23412][o:179.45,2.48,176.78][a:-0.98,-0.04,-9.71][e:-74.67,0.44][c:172,67][w:-14,-40,22][m:673.49,2544.98,10476.70]
[23560][o:179.44,2.48,176.68][a:-0.99,-0.05,-9.72][e:-119.30,0.45][c:172,69][w:-15,-41,33][m:632.63,2527.25,10582.06]
[23709][o:179.44,2.48,176.53][a:-0.83,-0.15,-9.73][e:-161.50,0.42][c:172,69][w:-15,-39,33][m:645.64,2525.56,10590.19]
[23859][o:179.87,-1.37,127.75][a:-0.19,-7.37,-3.28][e:-202.89,0.45][c:173,69][w:-27422,-15488,24435][m:632.37,2522.90,10588.40]
[24018][o:179.87,-1.37,127.75][a:-0.19,-7.37,-3.28][e:-253.75,0.45][c:172,68][w:-27422,-15488,24435][m:616.70,2482.26,10630.18]
[24223][o:178.69,2.55,-171.46][a:-0.98,-0.29,-9.62][e:-285.13,0.45][c:171,68][w:-30,-38,152][m:581.17,2534.75,10633.46]
[24364][o:178.71,2.56,-171.69][a:-1.00,-0.31,-9.77][e:-310.83,0.43][c:171,68][w:-28,-39,150][m:632.63,2537.77,10641.50]
