3445,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,128,59,0,0,0,5846.43,396.20,7721.66
3652,-0.66,1.22,-15.06,0.11,-0.00,9.80,0.00,0.04,128,60,-14,-33,18,5843.25,415.89,7750.91
3818,-0.66,1.22,-15.06,0.11,-0.00,9.80,-36.52,0.04,128,60,-14,-33,18,5856.19,275.44,2215.20
4032,-0.79,1.27,-27.50,-0.35,0.01,10.59,-108.48,0.01,128,62,-20,15,35,5983.78,1464.70,4419.50
4202,179.06,-2.90,168.62,-9.99,-11.01,-0.14,-222.64,-0.03,128,66,-29259,-171,431,5892.22,1343.64,6042.18
4381,179.06,-2.90,168.62,-9.99,-11.01,-0.14,-416.88,-0.03,128,66,-29259,-171,431,5888.08,740.40,7057.37
4605,-3.46,0.83,-40.14,0.25,-0.94,9.55,-594.08,-0.03,128,66,-19,-21,-15,5817.01,880.95,7667.68
4782,-3.46,0.83,-40.14,0.25,-0.94,9.55,-835.38,-0.04,128,68,-19,-21,-15,5832.08,619.19,7626.86
5003,-3.54,0.97,-48.60,0.11,-0.51,9.91,-1036.66,-0.03,192,66,-12,-29,-26,5729.88,1040.46,7479.83
5181,156.74,-2.63,141.51,13.19,-14.27,0.00,-1249.83,-0.04,192,68,-12033,-6337,-2999,5593.95,226.72,7841.50
5363,179.56,-2.27,149.33,-9.99,7.43,-0.28,-1473.56,-0.04,192,67,22801,-193,14039,5510.40,958.77,7670.77
5542,179.56,-2.27,149.33,-9.99,7.43,-0.28,-1752.47,-0.04,192,67,22801,-193,14039,5504.98,493.32,7798.93
5768,-2.81,0.90,-49.79,0.28,0.27,9.93,-1948.06,0.02,192,61,-12,-5,-48,5339.59,-26.41,7874.63
5943,-2.81,0.90,-49.79,0.28,0.27,9.93,-2062.76,0.02,192,61,-12,-5,-48,4500.51,-138.92,8396.32
6161,-0.83,0.84,-55.75,-0.55,3.08,9.54,-2137.16,0.00,192,63,33,108,-144,4648.96,-100.30,7984.39
6335,-0.83,0.84,-55.75,-0.55,3.08,9.54,-2171.78,0.01,192,63,33,108,-144,3897.67,-187.51,8842.98
6548,2.26,-2.14,-62.25,1.29,2.51,10.56,-2169.89,0.00,192,63,86,150,-26,6543.50,-15.10,496.43
6715,177.37,-0.39,109.75,-9.98,-15.05,0.39,-2170.70,0.00,192,63,15938,659,25455,5994.42,-154.54,7748.80
6890,177.37,-0.39,109.75,-9.98,-15.05,0.39,-2169.62,0.00,192,63,15938,659,25455,5758.65,-153.77,6839.48
7111,4.42,-5.46,-65.28,0.88,0.91,9.79,-2169.62,0.02,192,61,-10,5,68,5532.14,-175.53,7224.08
